GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000222022	2	238330063	238333919	2	1	91261	-0.51735	0.69754	AC112721.1
ENSG00000115648	2	238394071	238463961	339	17	91261	-0.37388	0.64575	MLPH
ENSG00000124839	2	238482965	238510257	151	20	91261	0.75436	0.22532	RAB17
ENSG00000234949	2	238499663	238504624	30	10	91261	0.051834	0.47933	AC104667.3
ENSG00000124831	2	238536219	238722325	659	39	91261	-2.3294	0.99008	LRRFIP1
ENSG00000177483	2	238707032	238751451	97	14	91261	-0.42408	0.66425	RBM44
ENSG00000132329	2	238767536	238820756	196	37	91261	0.071735	0.47141	RAMP1
ENSG00000184182	2	238875469	238951236	211	11	91261	1.9677	0.024551	UBE2F
ENSG00000258984	2	238875656	239008053	372	14	91261	1.8132	0.034901	UBE2F-SCLY
ENSG00000132330	2	238969530	239008054	123	12	91261	1.1304	0.12916	SCLY
ENSG00000144488	2	239008798	239041928	149	19	91261	0.34523	0.36496	ESPNL
ENSG00000168427	2	239047363	239061588	50	12	91261	0.26449	0.3957	KLHL30
ENSG00000178752	2	239067623	239077541	36	10	91261	0.38194	0.35125	FAM132B
ENSG00000132323	2	239079042	239112370	124	14	91261	0.41362	0.33958	ILKAP
ENSG00000186235	2	239133193	239140318	36	6	91261	1.1451	0.12608	AC016757.3
ENSG00000144485	2	239146908	239149303	8	3	91261	1.1035	0.13491	HES6
ENSG00000132326	2	239152679	239198743	121	18	91261	-0.40496	0.65725	PER2
ENSG00000204104	2	239229082	239309541	213	18	91261	1.3115	0.094843	TRAF3IP1
ENSG00000065802	2	239335383	239360891	106	12	91261	0.83729	0.20121	ASB1
ENSG00000233608	2	239756673	239795893	116	31	91261	0.56559	0.28584	TWIST2
ENSG00000068024	2	239969864	240323348	1080	75	91261	1.797	0.036165	HDAC4
ENSG00000213828	2	240083493	240084053	3	1	91261	1.1572	0.12359	AC017028.1
ENSG00000222020	2	240323130	240324058	4	2	91261	1.3324	0.091363	AC062017.1
ENSG00000196758	2	240499995	240507788	40	8	91261	-0.16862	0.56695	AC079612.1
ENSG00000220256	2	240684554	240724577	209	21	91261	-0.84885	0.80202	AC093802.1
ENSG00000130414	2	240831867	240964819	571	38	91261	-0.08523	0.53396	NDUFA10
ENSG00000182083	2	240968841	240969906	1	1	91261	0.26813	0.3943	OR6B2
ENSG00000221961	2	240981230	240982399	3	2	91261	0.078111	0.46887	PRR21
ENSG00000178586	2	240984494	240985489	2	1	91261	-1.5401	0.93824	OR6B3
ENSG00000267963	2	241053907	241064304	58	8	91261	0.13279	0.44718	AC013469.1
ENSG00000172428	2	241065980	241076224	68	9	91261	-0.24416	0.59644	MYEOV2
ENSG00000178602	2	241078446	241083979	40	7	91261	-0.45237	0.6745	OTOS
ENSG00000063660	2	241375088	241407493	147	31	91261	-1.3485	0.91125	GPC1
ENSG00000218416	2	241388732	241396131	24	8	91261	-0.80452	0.78945	AC110619.2
ENSG00000144504	2	241418839	241508626	286	36	91261	-0.75466	0.77477	ANKMY1
ENSG00000188542	2	241499471	241503431	13	5	91261	0.12331	0.45093	DUSP28
ENSG00000142327	2	241505221	241520789	40	12	91261	-1.7604	0.96083	RNPEPL1
ENSG00000142330	2	241526133	241557122	139	15	91261	-0.70217	0.75871	CAPN10
ENSG00000178623	2	241544848	241570676	93	26	91261	-0.41556	0.66113	GPR35
ENSG00000185176	2	241615835	241622323	3	2	91261	0.58917	0.27787	AQP12B
ENSG00000130294	2	241653181	241759725	286	33	91261	2.1574	0.015487	KIF1A
ENSG00000172482	2	241807896	241819919	41	7	91261	-0.82258	0.79463	AGXT
ENSG00000172478	2	241825465	241836306	86	6	91261	-1.2432	0.89309	C2orf54
ENSG00000226321	2	241858202	241932728	181	20	91261	-0.97407	0.83499	AC104809.3
ENSG00000162804	2	241938255	242034983	246	35	91261	0.27207	0.39278	SNED1
ENSG00000122085	2	242011584	242041747	67	8	91261	-0.55901	0.71192	MTERFD2
ENSG00000115687	2	242045514	242089679	185	19	91261	-0.75401	0.77458	PASK
ENSG00000115685	2	242088991	242123067	81	10	91261	0.99625	0.15956	PPP1R7
ENSG00000146205	2	242127924	242164792	114	22	91261	0.63967	0.2612	ANO7
ENSG00000115677	2	242166679	242256476	53	13	91261	1.1323	0.12875	HDLBP
ENSG00000268485	2	242167319	242168850	3	2	91261	0.46205	0.32202	AC104841.2
ENSG00000134121	3	238279	451090	860	64	91261	1.5772	0.05737	CHL1
ENSG00000134115	3	1134260	1445901	1432	108	91261	0.14089	0.44398	CNTN6
ENSG00000144619	3	2140497	3099645	4180	293	91261	-0.21101	0.58356	CNTN4
ENSG00000091181	3	3111233	3168297	287	62	91261	-0.29081	0.6144	IL5RA
ENSG00000072756	3	3168600	3192563	88	13	91261	-0.04534	0.51808	TRNT1
ENSG00000113851	3	3190676	3221394	98	15	91261	0.53263	0.29714	CRBN
ENSG00000144455	3	3742498	4508965	2940	114	91261	-0.66023	0.74545	SUMF1
ENSG00000175928	3	3841121	3889387	151	21	91261	-0.32806	0.62857	LRRN1
ENSG00000170364	3	4344988	4359251	32	10	91261	-1.6066	0.94593	SETMAR
ENSG00000150995	3	4535032	4889524	1234	138	91261	0.13628	0.4458	ITPR1
ENSG00000235978	3	4855978	4928977	249	27	91261	0.21676	0.4142	AC018816.3
ENSG00000134107	3	5020801	5027008	16	3	91261	-0.22315	0.58829	BHLHE40
ENSG00000134108	3	5163905	5222596	145	12	91261	-1.1715	0.8793	ARL8B
ENSG00000268509	3	5229227	5229982	1	1	91261	-1.5024	0.9335	AC026202.1
ENSG00000134109	3	5229331	5261642	59	15	91261	-1.0447	0.85191	EDEM1
ENSG00000196277	3	6811688	7783215	3185	208	91261	-0.3251	0.62745	GRM7
ENSG00000071282	3	8543393	8609805	257	18	91261	0.10901	0.4566	LMCD1
ENSG00000125046	3	8661086	8786726	536	90	91261	-0.20509	0.58125	SSUH2
ENSG00000182533	3	8775486	8883492	501	59	91261	0.67053	0.25126	CAV3
ENSG00000180914	3	8792094	8811314	94	24	91261	-0.22112	0.5875	OXTR
ENSG00000070950	3	8817088	9005457	768	31	91261	-0.13795	0.55486	RAD18
ENSG00000196220	3	9022275	9404737	1200	139	91261	0.86339	0.19396	SRGAP3
ENSG00000134077	3	9404526	9428475	59	10	91261	0.57478	0.28272	THUMPD3
ENSG00000168137	3	9439299	9520924	149	14	91261	0.34491	0.36508	SETD5
ENSG00000156959	3	9543481	9595486	183	17	91261	1.3015	0.096544	LHFPL4
ENSG00000163719	3	9691117	9744077	79	14	91261	-0.64303	0.7399	MTMR14
ENSG00000144550	3	9745491	9771592	53	21	91261	0.081019	0.46771	CPNE9
ENSG00000156983	3	9773413	9789702	27	10	91261	1.2337	0.10867	BRPF1
ENSG00000114026	3	9791628	9829903	73	12	91261	0.079018	0.46851	OGG1
ENSG00000134072	3	9799026	9811676	20	7	91261	-0.99958	0.84124	CAMK1
ENSG00000171148	3	9821544	9834695	31	6	91261	0.49921	0.30882	TADA3
ENSG00000241553	3	9834179	9849410	28	8	91261	0.49663	0.30973	ARPC4
ENSG00000250151	3	9834766	9877085	135	16	91261	1.0034	0.15784	ARPC4-TTLL3
ENSG00000214021	3	9849770	9896822	149	19	91261	0.95618	0.16949	TTLL3
ENSG00000156990	3	9879533	9886286	11	4	91261	-0.37412	0.64584	RPUSD3
ENSG00000187288	3	9908398	9921938	32	6	91261	1.5358	0.062295	CIDEC
ENSG00000171135	3	9932238	9936033	11	3	91261	0.29939	0.38232	JAGN1
ENSG00000163701	3	9944296	9958086	40	3	91261	0.75774	0.2243	IL17RE
ENSG00000163702	3	9958758	9975314	45	16	91261	1.6625	0.048202	IL17RC
ENSG00000163703	3	9975506	9987097	25	6	91261	-0.36497	0.64243	CRELD1
ENSG00000163704	3	9987226	9994078	14	7	91261	-0.99101	0.83916	PRRT3
ENSG00000125037	3	10004221	10052800	140	7	91261	-0.044467	0.51773	EMC3
ENSG00000144554	3	10068098	10143614	192	7	91261	-0.27879	0.6098	FANCD2
ENSG00000163705	3	10123001	10149915	59	4	91261	-0.10938	0.54355	FANCD2OS
ENSG00000254999	3	10157276	10168874	49	4	91261	0.57339	0.28319	BRK1
ENSG00000134086	3	10182692	10193904	43	7	91261	0.064878	0.47414	VHL
ENSG00000134070	3	10206549	10285427	247	29	91261	0.87818	0.18992	IRAK2
ENSG00000157014	3	10289707	10322902	94	13	91261	1.0141	0.15526	TATDN2
ENSG00000272410	3	10291056	10327480	106	14	91261	1.0234	0.15307	RP11-438J1.1
ENSG00000157017	3	10327359	10334631	17	5	91261	0.33813	0.36763	GHRL
ENSG00000157020	3	10334815	10362862	84	13	91261	0.60875	0.27134	SEC13
ENSG00000157087	3	10365707	10749716	1407	117	91261	0.73557	0.231	ATP2B2
ENSG00000132164	3	10857885	10982419	372	39	91261	-0.77161	0.77983	SLC6A11
ENSG00000157103	3	11034410	11080933	158	38	91261	-2.7121	0.99666	SLC6A1
ENSG00000196639	3	11178779	11305243	355	41	91261	1.1473	0.12562	HRH1
ENSG00000197548	3	11313995	11599139	634	22	91261	1.8277	0.033798	ATG7
ENSG00000144560	3	11597544	11762220	583	45	91261	0.10472	0.4583	VGLL4
ENSG00000144559	3	11831916	11888393	142	16	91261	0.20987	0.41689	TAMM41
ENSG00000157150	3	12194551	12200851	17	6	91261	-0.34805	0.6361	TIMP4
ENSG00000132170	3	12328867	12475855	342	26	91261	0.062535	0.47507	PPARG
ENSG00000154743	3	12525931	12581122	218	15	91261	-1.3009	0.90336	TSEN2
ENSG00000225526	3	12556433	12602558	146	16	91261	-1.1282	0.87038	C3orf83
ENSG00000075975	3	12598513	12625212	64	10	91261	-0.92289	0.82197	MKRN2
ENSG00000132155	3	12625100	12705725	205	18	91261	-0.81332	0.79198	RAF1
ENSG00000088726	3	12775024	12810956	106	17	91261	-0.06452	0.52572	TMEM40
ENSG00000144712	3	12837971	12913415	241	26	91261	0.049726	0.48017	CAND2
ENSG00000144713	3	12875984	12883087	30	5	91261	-0.80416	0.78935	RPL32
ENSG00000144711	3	12938719	13114617	512	69	91261	-0.00011771	0.50005	IQSEC1
ENSG00000132182	3	13357737	13461809	333	17	91261	-2.1947	0.98591	NUP210
ENSG00000163517	3	13521224	13547916	77	20	91261	-1.6443	0.94994	HDAC11
ENSG00000163520	3	13573824	13679922	403	43	91261	-0.49854	0.69095	FBLN2
ENSG00000154764	3	13857755	13921618	220	35	91261	-0.59223	0.72315	WNT7A
ENSG00000180438	3	13978756	14124311	320	14	91261	-0.5817	0.71962	TPRXL
ENSG00000163528	3	14153580	14166370	24	6	91261	-1.1939	0.88375	CHCHD4
ENSG00000170876	3	14166440	14185179	43	12	91261	-2.0361	0.97913	TMEM43
ENSG00000268279	3	14176717	14189548	36	7	91261	-2.0072	0.97764	RP11-434D12.1
ENSG00000154767	3	14186647	14220283	70	13	91261	-1.2246	0.88963	XPC
ENSG00000170860	3	14219858	14242619	44	8	91261	-0.79814	0.78761	LSM3
ENSG00000131389	3	14444076	14530857	235	42	91261	-0.47758	0.68353	SLC6A6
ENSG00000154781	3	14693271	14714166	55	6	91261	0.18053	0.42837	CCDC174
ENSG00000131379	3	14716606	14814541	248	36	91261	0.59534	0.27581	C3orf20
ENSG00000154783	3	14860469	14975895	520	28	91261	1.1494	0.1252	FGD5
ENSG00000177463	3	14989091	15095107	191	22	91261	-0.043341	0.51728	NR2C2
ENSG00000131368	3	15083967	15106842	38	10	91261	-0.27712	0.60916	MRPS25
ENSG00000131381	3	15111580	15140670	60	5	91261	-0.24486	0.59672	ZFYVE20
ENSG00000131375	3	15247659	15294425	44	14	91261	-0.58984	0.72235	CAPN7
ENSG00000131370	3	15296360	15382875	252	38	91261	-0.35679	0.63938	SH3BP5
ENSG00000206562	3	15422782	15482073	119	13	91261	1.134	0.1284	METTL6
ENSG00000144597	3	15468862	15484120	19	6	91261	1.3426	0.089705	EAF1
ENSG00000206561	3	15491640	15563258	228	23	91261	-0.24243	0.59578	COLQ
ENSG00000131373	3	15602211	15643338	67	17	91261	-0.42031	0.66287	HACL1
ENSG00000169814	3	15642848	15687329	86	13	91261	0.38767	0.34913	BTD
ENSG00000206560	3	15708743	15901278	367	13	91261	0.01666	0.49335	ANKRD28
ENSG00000131386	3	16216156	16273499	194	30	91261	-0.82886	0.79641	GALNT15
ENSG00000154813	3	16299485	16306479	24	5	91261	-0.17499	0.56946	DPH3
ENSG00000154814	3	16306706	16391806	259	16	91261	-0.47681	0.68325	OXNAD1
ENSG00000131378	3	16355081	16555533	620	63	91261	0.057416	0.47711	RFTN1
ENSG00000092345	3	16628299	16711813	373	52	91261	0.44466	0.32828	DAZL
ENSG00000154822	3	16844159	17132086	780	37	91261	0.96531	0.1672	PLCL2
ENSG00000131374	3	17198654	18486309	2821	50	91261	0.39128	0.3478	TBC1D5
ENSG00000182568	3	18386879	18487080	197	28	91261	1.2586	0.10408	SATB1
ENSG00000183960	3	19189946	19577138	503	44	91261	-0.56481	0.7139	KCNH8
ENSG00000163576	3	19920964	19988517	220	22	91261	-0.25372	0.60015	EFHB
ENSG00000144566	3	19988571	20026667	139	18	91261	0.71355	0.23775	RAB5A
ENSG00000183977	3	20021453	20053822	117	15	91261	1.0072	0.15691	PP2D1
ENSG00000114166	3	20081515	20195896	473	30	91261	0.53766	0.29541	KAT2B
ENSG00000129810	3	20202085	20227784	82	10	91261	0.93899	0.17387	SGOL1
ENSG00000151789	3	21459915	22414812	4415	222	91261	-1.4442	0.92565	ZNF385D
ENSG00000182247	3	23244511	23633284	1300	24	91261	0.96637	0.16693	UBE2E2
ENSG00000170142	3	23847394	23932807	171	22	91261	0.26342	0.39612	UBE2E1
ENSG00000197885	3	23933151	23988082	187	15	91261	0.65944	0.25481	NKIRAS1
ENSG00000174748	3	23958036	23965183	13	6	91261	0.71153	0.23838	RPL15
ENSG00000174738	3	23986751	24022109	91	14	91261	0.69137	0.24467	NR1D2
ENSG00000151090	3	24158651	24536773	1093	113	91261	-0.023368	0.50932	THRB
ENSG00000077092	3	25215823	25639423	1701	94	91261	-0.11224	0.54468	RARB
ENSG00000077097	3	25639475	25706398	128	11	91261	0.15668	0.43775	TOP2B
ENSG00000151092	3	25760435	25831530	124	10	91261	0.2889	0.38633	NGLY1
ENSG00000151093	3	25824408	25836025	15	4	91261	0.34994	0.36319	OXSM
ENSG00000230891	3	25900024	25915191	36	5	91261	1.0105	0.15613	LINC00692
ENSG00000179796	3	26664297	26752267	220	29	91261	0.46999	0.31918	LRRC3B
ENSG00000163491	3	27151576	27410951	797	23	91261	0.15926	0.43673	NEK10
ENSG00000033867	3	27414214	27525911	364	20	91261	-0.70132	0.75845	SLC4A7
ENSG00000163508	3	27757440	27764206	9	4	91261	-0.49464	0.68957	EOMES
ENSG00000187118	3	28283075	28366633	153	17	91261	0.26989	0.39362	CMC1
ENSG00000163512	3	28356494	28390618	35	7	91261	0.63716	0.26201	AZI2
ENSG00000206559	3	28390637	28579613	280	16	91261	0.73557	0.231	ZCWPW2
ENSG00000144642	3	29322473	30051886	2805	154	91261	-0.34221	0.6339	RBMS3
ENSG00000163513	3	30647994	30735634	287	38	91261	1.5016	0.066596	TGFBR2
ENSG00000144644	3	30767692	30936257	539	34	91261	0.39041	0.34812	GADL1
ENSG00000163527	3	31574130	31679112	191	20	91261	-0.93193	0.82431	STT3B
ENSG00000144645	3	31699382	32119072	1336	121	91261	-0.95026	0.82901	OSBPL10
ENSG00000197385	3	32023263	32033120	40	6	91261	-1.0653	0.85663	ZNF860
ENSG00000152642	3	32147181	32210205	236	20	91261	-0.51567	0.69696	GPD1L
ENSG00000170293	3	32280171	32411817	477	73	91261	-0.10401	0.54142	CMTM8
ENSG00000153551	3	32433163	32524559	353	36	91261	0.70625	0.24002	CMTM7
ENSG00000091317	3	32522804	32544900	49	12	91261	-0.6141	0.73042	CMTM6
ENSG00000144635	3	32567463	32612366	86	14	91261	-0.60622	0.72782	DYNC1LI1
ENSG00000182973	3	32726637	32815367	338	19	91261	1.8806	0.030014	CNOT10
ENSG00000206557	3	32859510	32939318	177	31	91261	1.2034	0.11442	TRIM71
ENSG00000183813	3	32993066	32997841	7	2	91261	0.20824	0.41752	CCR4
ENSG00000170266	3	33038100	33138722	341	28	91261	0.57157	0.28381	GLB1
ENSG00000188167	3	33131913	33138293	5	3	91261	-1.8548	0.96819	TMPPE
ENSG00000170275	3	33155471	33189265	71	11	91261	0.49803	0.30923	CRTAP
ENSG00000173705	3	33191537	33260707	238	24	91261	0.95635	0.16945	SUSD5
ENSG00000153558	3	33318517	33445154	260	17	91261	-1.1605	0.87707	FBXL2
ENSG00000153560	3	33429828	33482863	128	13	91261	-0.92769	0.82322	UBP1
ENSG00000163539	3	33537737	33759848	322	23	91261	-0.6635	0.7465	CLASP2
ENSG00000170248	3	33839844	33911194	232	12	91261	-1.2155	0.88792	PDCD6IP
ENSG00000172995	3	35680437	35835988	303	28	91261	0.26752	0.39453	ARPP21
ENSG00000144681	3	36421836	36589499	681	42	91261	1.4459	0.074099	STAC
ENSG00000163673	3	36753913	36781352	53	13	91261	-0.044062	0.51757	DCLK3
ENSG00000168016	3	36868311	36986548	252	19	91261	-0.5522	0.70959	TRANK1
ENSG00000178567	3	37027357	37034795	8	2	91261	0.57745	0.28182	EPM2AIP1
ENSG00000076242	3	37034823	37107380	138	12	91261	0.1925	0.42368	MLH1
ENSG00000093167	3	37094117	37225180	231	13	91261	0.19769	0.42164	LRRFIP2
ENSG00000144674	3	37284668	37408242	229	15	91261	-0.89093	0.81352	GOLGA4
ENSG00000198590	3	37427760	37476988	91	16	91261	-1.3229	0.90707	C3orf35
ENSG00000144668	3	37493606	37865005	1000	79	91261	1.4283	0.076608	ITGA9
ENSG00000144677	3	37903451	38025960	267	23	91261	0.20405	0.41916	CTDSPL
ENSG00000136059	3	38029550	38048679	54	6	91261	0.40381	0.34317	VILL
ENSG00000187091	3	38048987	38071253	78	14	91261	-0.70228	0.75875	PLCD1
ENSG00000008226	3	38080696	38165516	224	15	91261	0.061516	0.47547	DLEC1
ENSG00000060971	3	38144620	38178733	46	12	91261	0.35524	0.3612	ACAA1
ENSG00000172936	3	38179969	38184513	4	2	91261	0.72118	0.2354	MYD88
ENSG00000172939	3	38206580	38296979	116	17	91261	1.4083	0.079528	OXSR1
ENSG00000172940	3	38307303	38319806	18	3	91261	1.3979	0.081064	SLC22A13
ENSG00000144671	3	38323785	38360066	175	9	91261	0.057387	0.47712	SLC22A14
ENSG00000093217	3	38388251	38462839	254	18	91261	0.21357	0.41544	XYLB
ENSG00000114739	3	38495342	38534633	75	6	91261	-0.89358	0.81423	ACVR2B
ENSG00000157036	3	38537618	38583652	98	11	91261	0.42947	0.33379	EXOG
ENSG00000183873	3	38589548	38691164	292	44	91261	-0.91162	0.81902	SCN5A
ENSG00000185313	3	38738293	38835501	328	30	91261	-0.28313	0.61146	SCN10A
ENSG00000168356	3	38887260	38992052	244	24	91261	-0.20555	0.58143	SCN11A
ENSG00000114742	3	39093489	39138155	128	18	91261	-0.51912	0.69816	WDR48
ENSG00000114745	3	39138150	39149854	34	9	91261	0.10386	0.45864	GORASP1
ENSG00000168026	3	39149152	39180394	112	15	91261	-0.15214	0.56046	TTC21A
ENSG00000144655	3	39183346	39196053	34	9	91261	-0.33975	0.63298	CSRNP1
ENSG00000168334	3	39224701	39234087	18	7	91261	0.48773	0.31287	XIRP1
ENSG00000168329	3	39304985	39323226	58	17	91261	-0.58948	0.72223	CX3CR1
ENSG00000179934	3	39371197	39375171	4	2	91261	0.47446	0.31758	CCR8
ENSG00000144659	3	39424839	39438842	44	8	91261	0.397	0.34568	SLC25A38
ENSG00000168028	3	39448180	39454033	27	3	91261	0.51035	0.3049	RPSA
ENSG00000168314	3	39508689	39570970	279	8	91261	-0.3976	0.65454	MOBP
ENSG00000170011	3	39850405	40301812	1345	57	91261	0.46028	0.32266	MYRIP
ENSG00000114784	3	40351175	40353915	9	3	91261	0.06647	0.4735	EIF1B
ENSG00000168032	3	40428647	40470110	84	5	91261	0.050484	0.47987	ENTPD3
ENSG00000188846	3	40498783	40503861	11	4	91261	-0.71358	0.76226	RPL14
ENSG00000177873	3	40518604	40531727	18	5	91261	-0.36105	0.64097	ZNF619
ENSG00000177842	3	40547483	40560227	13	4	91261	0.16538	0.43432	ZNF620
ENSG00000172888	3	40566369	40616176	93	14	91261	-0.099489	0.53963	ZNF621
ENSG00000168036	3	41236328	41301587	94	11	91261	0.50119	0.30812	CTNNB1
ENSG00000168038	3	41288090	42003922	2227	40	91261	-0.23209	0.59176	ULK4
ENSG00000182606	3	42055294	42267381	579	35	91261	0.15255	0.43938	TRAK1
ENSG00000187094	3	42299317	42307699	21	5	91261	1.1023	0.13516	CCK
ENSG00000157093	3	42438570	42452092	28	7	91261	-0.82553	0.79546	LYZL4
ENSG00000114812	3	42530791	42579059	111	24	91261	-0.81103	0.79133	VIPR1
ENSG00000093183	3	42589461	42642572	128	15	91261	-0.83751	0.79885	SEC22C
ENSG00000008324	3	42623332	42636606	33	7	91261	-1.3891	0.9176	SS18L2
ENSG00000114857	3	42642106	42690227	115	11	91261	-0.94949	0.82881	NKTR
ENSG00000114853	3	42695176	42709072	33	7	91261	-0.95433	0.83004	ZBTB47
ENSG00000157119	3	42727011	42734036	10	5	91261	2.0103	0.022198	KLHL40
ENSG00000010282	3	42734155	42744319	21	6	91261	1.3462	0.089117	HHATL
ENSG00000244607	3	42734155	42814745	170	17	91261	1.8517	0.032037	CCDC13
ENSG00000181061	3	42798669	42846023	87	15	91261	1.0419	0.14874	HIGD1A
ENSG00000144648	3	42846244	42929466	193	21	91261	0.69838	0.24247	ACKR2
ENSG00000273291	3	42850938	43097363	523	31	91261	0.6545	0.2564	KRBOX1
ENSG00000240747	3	42850975	42984284	271	26	91261	0.63565	0.2625	KRBOX1
ENSG00000180432	3	42897497	42917633	47	10	91261	0.82587	0.20444	CYP8B1
ENSG00000182983	3	42947223	42960825	16	3	91261	0.88884	0.18704	ZNF662
ENSG00000144649	3	43020759	43101703	211	20	91261	0.45356	0.32507	FAM198A
ENSG00000144647	3	43120724	43147568	48	9	91261	-0.64648	0.74101	POMGNT2
ENSG00000163788	3	43328004	43466256	172	26	91261	-0.60814	0.72845	SNRK
ENSG00000160746	3	43396351	43733086	629	33	91261	0.61367	0.26972	ANO10
ENSG00000011198	3	43731605	43775863	101	9	91261	1.9327	0.026638	ABHD5
ENSG00000173769	3	44283378	44373590	181	13	91261	-0.47503	0.68262	TOPAZ1
ENSG00000179152	3	44379611	44450943	137	13	91261	-0.98117	0.83675	TCAIM
ENSG00000185219	3	44481262	44519162	57	11	91261	-0.06602	0.52632	ZNF445
ENSG00000178917	3	44540462	44552128	9	4	91261	0.18591	0.42626	ZNF852
ENSG00000196345	3	44596685	44624975	62	7	91261	0.15793	0.43726	ZKSCAN7
ENSG00000273303	3	44607051	44635665	51	6	91261	0.14667	0.4417	RP11-944L7.5
ENSG00000144792	3	44619715	44641186	28	5	91261	0.027447	0.48905	ZNF660
ENSG00000186448	3	44626380	44689963	75	9	91261	0.70007	0.24194	ZNF197
ENSG00000169981	3	44690219	44702283	9	5	91261	-0.03962	0.5158	ZNF35
ENSG00000196653	3	44754135	44765323	14	5	91261	-0.74044	0.77048	ZNF502
ENSG00000186446	3	44771088	44778575	16	4	91261	-1.2359	0.89175	ZNF501
ENSG00000163807	3	44779153	44803154	26	7	91261	-1.4358	0.92447	KIAA1143
ENSG00000163808	3	44803209	44914868	123	14	91261	-1.9573	0.97484	KIF15
ENSG00000169964	3	44903361	44907162	2	1	91261	-1.3447	0.91063	TMEM42
ENSG00000163810	3	44916100	44956482	102	11	91261	-1.1041	0.86523	TGM4
ENSG00000163812	3	44956749	45017677	71	9	91261	-1.2472	0.89384	ZDHHC3
ENSG00000075914	3	45016733	45077558	137	11	91261	-0.72721	0.76645	EXOSC7
ENSG00000163815	3	45043040	45077563	93	8	91261	-0.60219	0.72648	CLEC3B
ENSG00000163814	3	45123770	45187914	215	58	91261	0.68172	0.24771	CDCP1
ENSG00000249992	3	45265958	45267770	3	2	91261	0.62672	0.26542	TMEM158
ENSG00000011376	3	45429998	45590913	324	21	91261	0.33246	0.36977	LARS2
ENSG00000144791	3	45596886	45727830	460	27	91261	-0.80956	0.7909	LIMD1
ENSG00000211456	3	45730548	45786916	194	9	91261	0.31668	0.37574	SACM1L
ENSG00000163817	3	45796942	45838027	88	26	91261	-1.0202	0.84617	SLC6A20
ENSG00000163818	3	45864808	45957534	183	27	91261	-0.27908	0.60991	LZTFL1
ENSG00000173585	3	45927996	45944667	40	10	91261	-0.2507	0.59898	CCR9
ENSG00000163820	3	45959396	46037316	220	19	91261	0.57736	0.28185	FYCO1
ENSG00000172215	3	45982425	45989845	15	4	91261	0.76142	0.2232	CXCR6
ENSG00000173578	3	46058516	46069234	24	3	91261	-0.47893	0.68401	XCR1
ENSG00000183625	3	46205096	46308197	256	14	91261	-1.4052	0.92002	CCR3
ENSG00000163823	3	46243200	46249887	11	2	91261	0.23957	0.40533	CCR1
ENSG00000121807	3	46395225	46402419	19	5	91261	-2.1825	0.98546	CCR2
