# MEAN_SAMPLE_SIZE = 91261
# TOTAL_GENES = 18735
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:wakabayash...5         SET     144     0.061946    0.0054101     0.064582      0.16874 Curated_gene_sets:wakabayashi_adipogenesis_pparg_rxra_bound_with_h4k20me1_mark
Curated_gene_sets:park_osteo...2         SET      10     -0.19291   -0.0044557      0.28755      0.74884 Curated_gene_sets:park_osteoblast_differentiation_by_phenylamil_up
Curated_gene_sets:park_osteo...1         SET       6     0.030009   0.00053696      0.39144      0.46945 Curated_gene_sets:park_osteoblast_differentiation_by_phenylamil_dn
Curated_gene_sets:yang_bcl3_...2         SET     308     0.042951    0.0054618     0.046702      0.17888 Curated_gene_sets:yang_bcl3_targets_up
Curated_gene_sets:yang_bcl3_...1         SET       7     -0.38475   -0.0074358      0.30675      0.89512 Curated_gene_sets:yang_bcl3_targets_dn
Curated_gene_sets:lopez_tran...          SET      35    -0.013325  -0.00057541      0.14009      0.53789 Curated_gene_sets:lopez_translation_via_fn1_signaling
Curated_gene_sets:vernochet_...          SET      18      0.12605    0.0039054      0.18696      0.25008 Curated_gene_sets:vernochet_adipogenesis
Curated_gene_sets:im_srebf1a...          SET       5      0.48154    0.0078658      0.30594     0.057754 Curated_gene_sets:im_srebf1a_targets
Curated_gene_sets:guo_target...          SET      91     0.025683    0.0017857     0.085315      0.38169 Curated_gene_sets:guo_targets_of_irs1_and_irs2
Curated_gene_sets:huang_gata...2         SET     143      0.13379     0.011645     0.064388     0.018865 Curated_gene_sets:huang_gata2_targets_up
Curated_gene_sets:huang_gata...1         SET      70      0.11062    0.0067495     0.093292      0.11786 Curated_gene_sets:huang_gata2_targets_dn
Curated_gene_sets:le_neurona...2         SET      17      0.23693     0.007134      0.17848     0.092182 Curated_gene_sets:le_neuronal_differentiation_up
Curated_gene_sets:le_neurona...1         SET      18      0.20948    0.0064902      0.17395      0.11425 Curated_gene_sets:le_neuronal_differentiation_dn
Curated_gene_sets:steiner_er...          SET      14    -0.020067  -0.00054837      0.20977      0.53811 Curated_gene_sets:steiner_erythrocyte_membrane_genes
Curated_gene_sets:plasari_tg...8         SET      33     -0.25209    -0.010571      0.15541       0.9476 Curated_gene_sets:plasari_tgfb1_targets_1hr_up
Curated_gene_sets:plasari_tg...7         SET       4      0.18487     0.002701      0.48646      0.35197 Curated_gene_sets:plasari_tgfb1_targets_1hr_dn
Curated_gene_sets:plasari_tg...6         SET     192     0.038072    0.0038345      0.06133      0.26738 Curated_gene_sets:plasari_tgfb1_targets_10hr_up
Curated_gene_sets:plasari_tg...5         SET     240     0.055312    0.0062203      0.05562      0.16001 Curated_gene_sets:plasari_tgfb1_targets_10hr_dn
Curated_gene_sets:plasari_nf...2         SET      27      0.23639    0.0089676       0.1706     0.082946 Curated_gene_sets:plasari_nfic_targets_basal_up
Curated_gene_sets:plasari_nf...1         SET      19      0.14531    0.0046251      0.21048        0.245 Curated_gene_sets:plasari_nfic_targets_basal_dn
Curated_gene_sets:plasari_tg...4         SET      29      0.01287   0.00050599      0.16782      0.46943 Curated_gene_sets:plasari_tgfb1_signaling_via_nfic_1hr_up
Curated_gene_sets:plasari_tg...3         SET      97      0.11685    0.0083861     0.086914     0.089421 Curated_gene_sets:plasari_tgfb1_signaling_via_nfic_1hr_dn
Curated_gene_sets:plasari_tg...2         SET      53      0.14583    0.0077455      0.11531        0.103 Curated_gene_sets:plasari_tgfb1_signaling_via_nfic_10hr_up
Curated_gene_sets:plasari_tg...1         SET      28    -0.081499   -0.0031484      0.16382      0.69058 Curated_gene_sets:plasari_tgfb1_signaling_via_nfic_10hr_dn
Curated_gene_sets:wang_mll_t...          SET     272     0.066056    0.0079015      0.05274      0.10521 Curated_gene_sets:wang_mll_targets
Curated_gene_sets:sanderson_...          SET      15     -0.10122   -0.0028629      0.19912      0.69438 Curated_gene_sets:sanderson_ppara_targets
Curated_gene_sets:kang_glis3...          SET      34     -0.16666   -0.0070934      0.15643      0.85664 Curated_gene_sets:kang_glis3_targets
Curated_gene_sets:delacroix_...4         SET     357     0.053908    0.0073705     0.043461      0.10742 Curated_gene_sets:delacroix_rarg_bound_mef
Curated_gene_sets:delacroix_...3         SET      46     -0.14806   -0.0073275      0.13328      0.86667 Curated_gene_sets:delacroix_rar_targets_up
Curated_gene_sets:delacroix_...2         SET      27    0.0076889   0.00029169      0.15523      0.48025 Curated_gene_sets:delacroix_rar_targets_dn
Curated_gene_sets:delacroix_...1         SET     437    0.0045036   0.00067976     0.038996      0.45403 Curated_gene_sets:delacroix_rar_bound_es
Curated_gene_sets:krieg_hypo...2         SET      51     0.057192      0.00298      0.11682      0.31221 Curated_gene_sets:krieg_hypoxia_via_kdm3a
Curated_gene_sets:krieg_kdm3...          SET     186     0.051794    0.0051352      0.05647      0.17953 Curated_gene_sets:krieg_kdm3a_targets_not_hypoxia
Curated_gene_sets:krieg_hypo...1         SET     703      0.05793     0.011009     0.031615      0.03346 Curated_gene_sets:krieg_hypoxia_not_via_kdm3a
Curated_gene_sets:malik_repr...          SET      13  -4.2609e-05   -1.122e-06      0.25602      0.50007 Curated_gene_sets:malik_repressed_by_estrogen
Curated_gene_sets:tian_bhlha...          SET      16      0.03912    0.0011428      0.20404      0.42398 Curated_gene_sets:tian_bhlha15_targets
Curated_gene_sets:liu_il13_m...2         SET      17     -0.21199    -0.006383      0.18271      0.87702 Curated_gene_sets:liu_il13_memory_model_up
Curated_gene_sets:liu_il13_m...1         SET       4      0.20348     0.002973      0.39284      0.30224 Curated_gene_sets:liu_il13_memory_model_dn
Curated_gene_sets:liu_il13_p...          SET      15   -0.0039376  -0.00011138      0.19379      0.50811 Curated_gene_sets:liu_il13_priming_model
Curated_gene_sets:alfano_myc...          SET     230     0.021134    0.0023273     0.052763      0.34438 Curated_gene_sets:alfano_myc_targets
Curated_gene_sets:fu_interac...          SET      13     -0.14335    -0.003775      0.18167      0.78496 Curated_gene_sets:fu_interact_with_alkbh8
Curated_gene_sets:suzuki_ctc...          SET      13      0.38794     0.010216      0.22647     0.043367 Curated_gene_sets:suzuki_ctcfl_targets_up
Curated_gene_sets:reichert_m...          SET      28      0.23436    0.0090535      0.14304     0.050677 Curated_gene_sets:reichert_mitosis_lin9_targets
Curated_gene_sets:guillaumon...2         SET      46    -0.095016   -0.0047025      0.11176      0.80238 Curated_gene_sets:guillaumond_klf10_targets_up
Curated_gene_sets:guillaumon...1         SET      26    -0.028398   -0.0010572      0.15368       0.5733 Curated_gene_sets:guillaumond_klf10_targets_dn
Curated_gene_sets:fortschegg...2         SET     253     0.031837    0.0036747     0.051173      0.26693 Curated_gene_sets:fortschegger_phf8_targets_up
Curated_gene_sets:fortschegg...1         SET     729     0.068254     0.013199      0.02981     0.011028 Curated_gene_sets:fortschegger_phf8_targets_dn
Curated_gene_sets:brideau_im...          SET      62      0.11304    0.0064922      0.12665      0.18605 Curated_gene_sets:brideau_imprinted_genes
Curated_gene_sets:pedrioli_m...2         SET     196    -0.031948   -0.0032507      0.05803      0.70902 Curated_gene_sets:pedrioli_mir31_targets_up
Curated_gene_sets:pedrioli_m...1         SET     381      0.10723     0.015136     0.043697    0.0070708 Curated_gene_sets:pedrioli_mir31_targets_dn
Curated_gene_sets:phong_tnf_...5         SET      62     0.044354    0.0025474      0.11064      0.34425 Curated_gene_sets:phong_tnf_targets_up
Curated_gene_sets:phong_tnf_...4         SET       8      0.10264    0.0021206      0.29519      0.36403 Curated_gene_sets:phong_tnf_targets_dn
Curated_gene_sets:phong_tnf_...2         SET     221     0.096631     0.010433     0.055015     0.039515 Curated_gene_sets:phong_tnf_response_via_p38_complete
Curated_gene_sets:phong_tnf_...3         SET     164    -0.012494   -0.0011639     0.069005      0.57184 Curated_gene_sets:phong_tnf_response_via_p38_partial
Curated_gene_sets:phong_tnf_...1         SET     336     0.068237    0.0090561     0.047711     0.076337 Curated_gene_sets:phong_tnf_response_not_via_p38
Curated_gene_sets:rattenbach...          SET     375    0.0095063    0.0013314     0.042418      0.41134 Curated_gene_sets:rattenbacher_bound_by_celf1
Curated_gene_sets:kinney_dnm...          SET      14     0.094873    0.0025926      0.25179      0.35317 Curated_gene_sets:kinney_dnmt1_methylation_targets
Curated_gene_sets:abdelmohse...          SET      16     -0.24496   -0.0071558      0.21874      0.86861 Curated_gene_sets:abdelmohsen_elavl4_targets
Curated_gene_sets:zhang_adip...          SET      14      0.28544    0.0078001      0.22361       0.1009 Curated_gene_sets:zhang_adipogenesis_by_bmp7
Curated_gene_sets:foster_kdm...2         SET     230    -0.021614   -0.0023801     0.055676      0.65107 Curated_gene_sets:foster_kdm1a_targets_up
Curated_gene_sets:foster_kdm...1         SET     198     0.043361    0.0044342     0.052573      0.20475 Curated_gene_sets:foster_kdm1a_targets_dn
Curated_gene_sets:yu_bap1_ta...          SET      29      0.02378   0.00093489      0.12931      0.42705 Curated_gene_sets:yu_bap1_targets
Curated_gene_sets:rao_bound_...2         SET     163    -0.037597   -0.0034917     0.064876      0.71888 Curated_gene_sets:rao_bound_by_sall4_isoform_a
Curated_gene_sets:rao_bound_...3         SET     478       0.0256    0.0040367     0.036819      0.24344 Curated_gene_sets:rao_bound_by_sall4_isoform_b
Curated_gene_sets:rao_bound_...1         SET     211    -0.063151   -0.0066642     0.056917      0.86639 Curated_gene_sets:rao_bound_by_sall4
Curated_gene_sets:vanoevelen...          SET     210    -0.029895   -0.0031473     0.051844       0.7179 Curated_gene_sets:vanoevelen_myogenesis_sin3a_targets
Curated_gene_sets:boudoukha_...          SET      93      0.10709    0.0075267     0.080033      0.09044 Curated_gene_sets:boudoukha_bound_by_igf2bp2
Curated_gene_sets:bosco_alle...          SET     141      0.12164     0.010513     0.073015     0.047876 Curated_gene_sets:bosco_allergen_induced_th2_associated_module
Curated_gene_sets:bosco_th1_...          SET     111     0.044657    0.0034273     0.082115      0.29328 Curated_gene_sets:bosco_th1_cytotoxic_module
Curated_gene_sets:bosco_inte...          SET      73      0.10177    0.0063402     0.091278      0.13246 Curated_gene_sets:bosco_interferon_induced_antiviral_module
Curated_gene_sets:bosco_epit...          SET      61    -0.064007   -0.0036464      0.10944      0.72068 Curated_gene_sets:bosco_epithelial_differentiation_module
Curated_gene_sets:pece_mamma...2         SET     134     0.053296    0.0044913     0.066621      0.21186 Curated_gene_sets:pece_mammary_stem_cell_up
Curated_gene_sets:pece_mamma...1         SET     124    -0.067011   -0.0054338     0.070697      0.82839 Curated_gene_sets:pece_mammary_stem_cell_dn
Curated_gene_sets:abramson_i...          SET      43     -0.13767   -0.0065882      0.10786      0.89909 Curated_gene_sets:abramson_interact_with_aire
Curated_gene_sets:mizushima_...          SET      20       0.1282    0.0041866      0.19858      0.25927 Curated_gene_sets:mizushima_autophagosome_formation
Curated_gene_sets:kumar_path...          SET     253     -0.05054   -0.0058335     0.047702       0.8553 Curated_gene_sets:kumar_pathogen_load_by_macrophages
Curated_gene_sets:kumar_auto...          SET      68   -0.0063246  -0.00038035     0.095372      0.52644 Curated_gene_sets:kumar_autophagy_network
Curated_gene_sets:gentles_le...2         SET      28    -0.071147   -0.0027485      0.17695      0.65618 Curated_gene_sets:gentles_leukemic_stem_cell_up
Curated_gene_sets:gentles_le...1         SET      18    -0.012327  -0.00038193      0.18083      0.52718 Curated_gene_sets:gentles_leukemic_stem_cell_dn
Curated_gene_sets:roessler_l...2         SET     102     0.016649    0.0012252     0.080954      0.41853 Curated_gene_sets:roessler_liver_cancer_metastasis_up
Curated_gene_sets:roessler_l...1         SET      49     -0.13547   -0.0069195      0.11156      0.88768 Curated_gene_sets:roessler_liver_cancer_metastasis_dn
Curated_gene_sets:holleman_p...4         SET      20     0.029227   0.00095445      0.14689      0.42114 Curated_gene_sets:holleman_prednisolone_resistance_b_all_up
Curated_gene_sets:holleman_p...3         SET      12     -0.16948    -0.004288      0.22448      0.77487 Curated_gene_sets:holleman_prednisolone_resistance_b_all_dn
Curated_gene_sets:holleman_v...4         SET      38     -0.14873   -0.0066915      0.13057      0.87265 Curated_gene_sets:holleman_vincristine_resistance_b_all_up
Curated_gene_sets:holleman_v...3         SET      16      -0.3177   -0.0092807      0.17193      0.96768 Curated_gene_sets:holleman_vincristine_resistance_b_all_dn
Curated_gene_sets:holleman_a...4         SET      28      0.24431    0.0094379      0.14135     0.041972 Curated_gene_sets:holleman_asparaginase_resistance_b_all_up
Curated_gene_sets:holleman_a...3         SET      12    -0.034836  -0.00088139      0.21177      0.56533 Curated_gene_sets:holleman_asparaginase_resistance_b_all_dn
Curated_gene_sets:holleman_d...4         SET      10       0.3724    0.0086017        0.253     0.070525 Curated_gene_sets:holleman_daunorubicin_b_all_up
Curated_gene_sets:holleman_d...3         SET      12      -0.2007   -0.0050779      0.22806      0.81057 Curated_gene_sets:holleman_daunorubicin_b_all_dn
Curated_gene_sets:holleman_p...2         SET      19     -0.11687   -0.0037199      0.15601       0.7731 Curated_gene_sets:holleman_prednisolone_resistance_all_up
Curated_gene_sets:holleman_p...1         SET      11    -0.097055   -0.0023511      0.23476      0.66035 Curated_gene_sets:holleman_prednisolone_resistance_all_dn
Curated_gene_sets:holleman_v...2         SET      27     -0.14258   -0.0054088       0.1576      0.81717 Curated_gene_sets:holleman_vincristine_resistance_all_up
Curated_gene_sets:holleman_v...1         SET      19      -0.1702   -0.0054174      0.16524      0.84849 Curated_gene_sets:holleman_vincristine_resistance_all_dn
Curated_gene_sets:holleman_d...2         SET       6      0.52018    0.0093078      0.30673     0.044961 Curated_gene_sets:holleman_daunorubicin_all_up
Curated_gene_sets:holleman_d...1         SET       8     -0.18877      -0.0039      0.24463      0.77984 Curated_gene_sets:holleman_daunorubicin_all_dn
Curated_gene_sets:holleman_a...2         SET      24      0.51627     0.018467      0.16909    0.0011335 Curated_gene_sets:holleman_asparaginase_resistance_all_up
Curated_gene_sets:holleman_a...1         SET      24    -0.056921    -0.002036      0.13185      0.66702 Curated_gene_sets:holleman_asparaginase_resistance_all_dn
Curated_gene_sets:altemeier_...          SET     118      -0.0453   -0.0035839     0.078678      0.71761 Curated_gene_sets:altemeier_response_to_lps_with_mechanical_ventilation
Curated_gene_sets:anastassio...          SET      62      0.17442     0.010017      0.11394     0.062915 Curated_gene_sets:anastassiou_multicancer_invasiveness_signature
Curated_gene_sets:lim_mammar...6         SET     449     0.067702     0.010355     0.039986     0.045225 Curated_gene_sets:lim_mammary_stem_cell_up
Curated_gene_sets:lim_mammar...5         SET     403   -0.0084386   -0.0012243     0.039506      0.58457 Curated_gene_sets:lim_mammary_stem_cell_dn
Curated_gene_sets:lim_mammar...4         SET      58     -0.23713    -0.013174      0.11114      0.98355 Curated_gene_sets:lim_mammary_luminal_progenitor_up
Curated_gene_sets:lim_mammar...3         SET      13     -0.14979   -0.0039446      0.23137      0.74132 Curated_gene_sets:lim_mammary_luminal_progenitor_dn
Curated_gene_sets:lim_mammar...2         SET     104     -0.09546   -0.0070927     0.079937      0.88379 Curated_gene_sets:lim_mammary_luminal_mature_up
Curated_gene_sets:lim_mammar...1         SET      93      0.12467    0.0087622     0.091875     0.087402 Curated_gene_sets:lim_mammary_luminal_mature_dn
